,,100회 이하,,
,순,제목,회차,신규
,1,21세기 무인,61,
,2,강호대란: 생과 벌,56,
,3,검도능천,55,
,4,검은 머리 전술 천재,65,
,5,그땐 득템인 줄 몰랐다,80,
,6,리라이프 플레이어,65,
,7,미친 황제가 되어버렸다,76,
,8,부검의 신,66,
,9,성좌들이 나만 좋아해,67,
,10,속성으로 무림지존,88,
,11,수선환생록 : 지존의 귀환,50,
,12,신화급 영웅들의 계승자,75,
,13,아라치: 퍼스트 이레귤러,71,
,14,악인 장문의 귀환,81,
,15,전신의 강림,39,
,16,주선청운지,91,
,17,중천수월령,57,
,18,폐인무쌍: 용병왕의 귀환,59,
,19,회귀자도 못 깬 탑 등반합니다,45,
,20,회귀한 아포칼립스의 폭군,50,
,21,,,
